rn,cid,s
AR5571,C00624,1
AR5572,C00001,-1
AR5572,C00007,-1
AR5572,C01301,-1
AR5572,C00027,1
AR5572,C04722,1
AR5573,C00001,-1
AR5573,C00007,-1
AR5573,C01370,-1
AR5573,C00027,1
AR5573,C02489,1
AR5574,C00001,-1
AR5574,C00007,-1
AR5574,C01412,-1
AR5574,C00027,1
AR5574,C00246,1
AR5575,C00001,-1
AR5575,C00007,-1
AR5575,C01471,-1
AR5575,C00027,1
AR5575,C00511,1
AR5576,C00001,-1
AR5576,C00007,-1
AR5576,C01499,-1
AR5576,C00027,1
AR5576,C16461,1
AR5577,C00001,-1
AR5577,C00007,-1
AR5577,C01545,-1
AR5577,C00027,1
AR5577,C06423,1
AR5578,C00001,-1
AR5578,C00007,-1
AR5578,C01582,-1
AR5578,C00027,1
AR5578,C00257,1
AR5579,C00001,-1
AR5579,C00007,-1
AR5579,C01838,-1
AR5579,C00027,1
AR5579,C01530,1
AR5580,C00001,-1
AR5580,C00007,-1
AR5580,C01929,-1
AR5580,C00027,1
AR5580,C00135,1
AR5581,C00001,-1
AR5581,C00007,-1
AR5581,C01948,-1
AR5581,C00027,1
AR5581,C16537,1
AR5582,C00001,-1
AR5582,C00007,-1
AR5582,C01993,-1
AR5582,C00027,1
AR5582,C11631,1
AR5583,C00001,-1
AR5583,C00007,-1
AR5583,C02150,-1
AR5583,C00027,1
AR5583,C00036,1
AR5584,C00001,-1
AR5584,C00007,-1
AR5584,C02217,-1
AR5584,C00027,1
AR5584,C08277,1
AR5585,C00001,-1
AR5585,C00007,-1
AR5585,C02223,-1
AR5585,C00027,1
AR5585,C18319,1
AR5586,C00001,-1
AR5586,C00007,-1
AR5586,C02278,-1
AR5586,C00027,1
AR5586,C02679,1
AR5587,C00001,-1
AR5587,C00007,-1
AR5587,C02576,-1
AR5587,C00027,1
AR5587,C11924,1
AR5588,C00001,-1
AR5588,C00007,-1
AR5588,C02647,-1
AR5588,C00027,1
AR5588,C01035,1
AR5589,C00001,-1
AR5589,C00007,-1
AR5589,C02666,-1
AR5589,C00027,1
AR5589,C01494,1
AR5590,C00001,-1
AR5590,C00007,-1
AR5590,C02670,-1
AR5590,C00027,1
AR5590,C20896,1
AR5591,C00001,-1
AR5591,C00007,-1
AR5591,C02800,-1
AR5591,C00026,1
AR5591,C00027,1
AR5592,C00001,-1
AR5592,C00007,-1
AR5592,C03057,-1
AR5592,C00027,1
AR5592,C01606,1
AR5593,C00001,-1
AR5593,C00007,-1
AR5593,C03067,-1
AR5593,C00027,1
AR5593,C00587,1
AR5594,C00001,-1
AR5594,C00007,-1
AR5594,C03167,-1
AR5594,C00027,1
AR5594,C05682,1
AR5595,C00001,-1
AR5595,C00007,-1
AR5595,C03251,-1
AR5595,C00027,1
AR5595,C00345,1
AR5596,C00001,-1
AR5596,C00007,-1
AR5596,C03269,-1
AR5596,C00027,1
AR5596,C00191,1
AR5597,C00001,-1
AR5597,C00007,-1
AR5597,C03273,-1
AR5597,C00027,1
AR5597,C00489,1
AR5598,C00001,-1
AR5598,C00007,-1
AR5598,C03387,-1
AR5598,C00027,1
AR5598,C20889,1
AR5599,C00001,-1
AR5599,C00007,-1
AR5599,C03461,-1
AR5599,C00027,1
AR5599,C16502,1
AR5600,C00001,-1
AR5600,C00007,-1
AR5600,C03574,-1
AR5600,C00027,1
AR5600,C05653,1
AR5601,C00001,-1
AR5601,C00007,-1
AR5601,C03741,-1
AR5601,C00025,1
AR5601,C00027,1
AR5602,C00001,-1
AR5602,C00007,-1
AR5602,C03765,-1
AR5602,C00027,1
AR5602,C00642,1
AR5603,C00001,-1
AR5603,C00007,-1
AR5603,C03824,-1
AR5603,C00027,1
AR5603,C02220,1
AR5604,C00001,-1
AR5604,C00007,-1
AR5604,C04043,-1
AR5604,C00027,1
AR5604,C01161,1
AR5605,C00001,-1
AR5605,C00007,-1
AR5605,C04053,-1
AR5605,C00027,1
AR5605,C00679,1
AR5606,C00001,-1
AR5606,C00007,-1
AR5606,C04076,-1
AR5606,C00027,1
AR5606,C00956,1
AR5607,C00001,-1
AR5607,C00007,-1
AR5607,C04435,-1
AR5607,C00027,1
AR5607,C11943,1
AR5608,C00001,-1
AR5608,C00007,-1
AR5608,C04484,-1
AR5608,C00027,1
AR5608,C04324,1
AR5609,C00001,-1
AR5609,C00007,-1
AR5609,C04642,-1
AR5609,C00027,1
AR5609,C04186,1
AR5610,C00001,-1
AR5610,C00007,-1
AR5610,C05130,-1
AR5610,C00027,1
AR5610,C02835,1
AR5611,C00001,-1
AR5611,C00007,-1
AR5611,C05445,-1
AR5611,C00027,1
AR5611,C04554,1
AR5612,C00001,-1
AR5612,C00007,-1
AR5612,C05577,-1
AR5612,C00027,1
AR5612,C05580,1
AR5613,C00001,-1
AR5613,C00007,-1
AR5613,C05581,-1
AR5613,C00027,1
AR5613,C05582,1
AR5614,C00001,-1
AR5614,C00007,-1
AR5614,C05583,-1
AR5614,C00027,1
AR5614,C05584,1
AR5615,C00001,-1
AR5615,C00007,-1
AR5615,C05585,-1
AR5615,C00027,1
AR5615,C00628,1
AR5616,C00001,-1
AR5616,C00007,-1
AR5616,C05608,-1
AR5616,C00027,1
AR5616,C00811,1
AR5617,C00001,-1
AR5617,C00007,-1
AR5617,C05610,-1
AR5617,C00027,1
AR5617,C00482,1
AR5618,C00001,-1
AR5618,C00007,-1
AR5618,C05634,-1
AR5618,C00027,1
AR5618,C05635,1
AR5619,C00001,-1
AR5619,C00007,-1
AR5619,C05654,-1
AR5619,C00027,1
AR5619,C05655,1
AR5620,C00001,-1
AR5620,C00007,-1
AR5620,C05665,-1
AR5620,C00027,1
AR5620,C00099,1
AR5621,C00001,-1
AR5621,C00007,-1
AR5621,C05827,-1
AR5621,C00027,1
AR5621,C05828,1
AR5622,C00001,-1
AR5622,C00007,-1
AR5622,C05856,-1
AR5622,C00027,1
AR5622,C02892,1
AR5623,C00001,-1
AR5623,C00007,-1
AR5623,C05932,-1
AR5623,C00027,1
AR5623,C05931,1
AR5624,C00001,-1
AR5624,C00007,-1
AR5624,C05936,-1
AR5624,C00027,1
AR5624,C02946,1
AR5625,C00001,-1
AR5625,C00007,-1
AR5625,C05938,-1
AR5625,C00027,1
AR5625,C03079,1
AR5626,C00001,-1
AR5626,C00007,-1
AR5626,C05985,-1
AR5626,C00027,1
AR5626,C00804,1
AR5627,C00001,-1
AR5627,C00007,-1
AR5627,C05989,-1
AR5627,C00027,1
AR5627,C00083,1
AR5628,C00001,-1
AR5628,C00007,-1
AR5628,C06050,-1
AR5628,C00027,1
AR5628,C04604,1
AR5629,C00001,-1
AR5629,C00007,-1
AR5629,C06051,-1
AR5629,C00027,1
AR5629,C04773,1
AR5630,C00001,-1
AR5630,C00007,-1
AR5630,C06093,-1
AR5630,C00027,1
AR5630,C11857,1
AR5631,C00001,-1
AR5631,C00007,-1
AR5631,C06102,-1
AR5631,C00027,1
AR5631,C06104,1
AR5632,C00001,-1
AR5632,C00007,-1
AR5632,C06145,-1
AR5632,C00027,1
AR5632,C06144,1
AR5633,C00001,-1
AR5633,C00007,-1
AR5633,C06202,-1
AR5633,C00027,1
AR5633,C00805,1
AR5634,C00001,-1
AR5634,C00007,-1
AR5634,C06474,-1
AR5634,C00027,1
AR5634,C20903,1
AR5635,C00001,-1
AR5635,C00007,-1
AR5635,C06577,-1
AR5635,C00027,1
AR5635,C06578,1
AR5636,C00001,-1
AR5636,C00007,-1
AR5636,C06603,-1
AR5636,C00027,1
AR5636,C03676,1
AR5637,C00001,-1
AR5637,C00007,-1
AR5637,C06613,-1
AR5637,C00027,1
AR5637,C06614,1
AR5638,C00001,-1
AR5638,C00007,-1
AR5638,C06648,-1
AR5638,C00027,1
AR5638,C02370,1
AR5639,C00001,-1
AR5639,C00007,-1
AR5639,C06679,-1
AR5639,C00027,1
AR5639,C02236,1
AR5640,C00001,-1
AR5640,C00007,-1
AR5640,C06735,-1
AR5640,C00027,1
AR5640,C00037,1
AR5641,C00001,-1
AR5641,C00007,-1
AR5641,C06754,-1
AR5641,C00027,1
AR5641,C06755,1
AR5642,C00001,-1
AR5642,C00007,-1
AR5642,C06758,-1
AR5642,C00027,1
AR5642,C01454,1
AR5643,C00001,-1
AR5643,C00007,-1
AR5643,C06760,-1
AR5643,C00027,1
AR5643,C07478,1
AR5644,C00001,-1
AR5644,C00007,-1
AR5644,C07209,-1
AR5644,C00027,1
AR5644,C07211,1
AR5645,C00001,-1
AR5645,C00007,-1
AR5645,C07214,-1
AR5645,C00027,1
AR5645,C07215,1
AR5646,C00001,-1
AR5646,C00007,-1
AR5646,C07327,-1
AR5646,C00027,1
AR5646,C00253,1
AR5647,C00001,-1
AR5647,C00007,-1
AR5647,C07329,-1
AR5647,C00027,1
AR5647,C08262,1
AR5648,C00001,-1
AR5648,C00007,-1
AR5648,C07645,-1
AR5648,C00027,1
AR5648,C07646,1
AR5649,C00001,-1
AR5649,C00007,-1
AR5649,C08493,-1
AR5649,C00027,1
AR5649,C19837,1
AR5650,C00001,-1
AR5650,C00007,-1
AR5650,C09848,-1
AR5650,C00027,1
AR5650,C16462,1
AR5651,C00001,-1
AR5651,C00007,-1
AR5651,C10761,-1
AR5651,C00027,1
AR5651,C02519,1
AR5652,C00001,-1
AR5652,C00007,-1
AR5652,C10945,-1
AR5652,C00027,1
AR5652,C01197,1
AR5653,C00001,-1
AR5653,C00007,-1
AR5653,C10974,-1
AR5653,C00027,1
AR5653,C15987,1
AR5654,C00001,-1
AR5654,C00007,-1
AR5654,C11101,-1
AR5654,C00027,1
AR5654,C20448,1
AR5655,C00001,-1
AR5655,C00007,-1
AR5655,C11427,-1
AR5655,C00027,1
AR5655,C03203,1
AR5656,C00001,-1
AR5656,C00007,-1
AR5656,C11476,-1
AR5656,C00027,1
AR5656,C00502,1
AR5657,C00001,-1
AR5657,C00007,-1
AR5657,C11500,-1
AR5657,C00027,1
AR5657,C11501,1
AR5658,C00001,-1
AR5658,C00007,-1
AR5658,C11509,-1
AR5658,C00027,1
AR5658,C04840,1
AR5659,C00001,-1
AR5659,C00007,-1
AR5659,C11652,-1
AR5659,C00027,1
AR5659,C11636,1
AR5660,C00001,-1
AR5660,C00007,-1
AR5660,C11654,-1
AR5660,C00027,1
AR5660,C11673,1
AR5661,C00001,-1
AR5661,C00007,-1
AR5661,C11822,-1
AR5661,C00027,1
AR5661,C00872,1
AR5662,C00001,-1
AR5662,C00007,-1
AR5662,C11853,-1
AR5662,C00027,1
AR5662,C11858,1
AR5663,C00001,-1
AR5663,C00007,-1
AR5663,C11905,-1
AR5663,C00027,1
AR5663,C06094,1
AR5664,C00001,-1
AR5664,C00007,-1
AR5664,C11939,-1
AR5664,C00027,1
AR5664,C11940,1
AR5665,C00001,-1
AR5665,C00007,-1
AR5665,C12204,-1
AR5665,C00027,1
AR5665,C05619,1
AR5666,C00001,-1
AR5666,C00007,-1
AR5666,C12518,-1
AR5666,C00027,1
AR5666,C03273,1
AR5667,C00001,-1
AR5667,C00007,-1
AR5667,C12307,-1
AR5667,C00027,1
AR5667,C01571,1
AR5668,C00001,-1
AR5668,C00007,-1
AR5668,C12455,-1
AR5668,C00027,1
AR5668,C00431,1
AR5669,C00001,-1
AR5669,C00007,-1
AR5669,C12459,-1
AR5669,C00027,1
AR5669,C12458,1
AR5670,C00001,-1
AR5670,C00007,-1
AR5670,C12988,-1
AR5670,C00027,1
AR5670,C12986,1
AR5671,C00001,-1
AR5671,C00007,-1
AR5671,C13085,-1
AR5671,C00027,1
AR5671,C00818,1
AR5672,C00001,-1
AR5672,C00007,-1
AR5672,C13453,-1
AR5672,C00027,1
AR5672,C13454,1
AR5673,C00001,-1
AR5673,C00007,-1
AR5673,C13455,-1
AR5673,C00027,1
AR5673,C06082,1
AR5674,C00001,-1
AR5674,C00007,-1
AR5674,C13901,-1
AR5674,C00027,1
AR5674,C13898,1
AR5675,C00001,-1
AR5675,C00007,-1
AR5675,C13902,-1
AR5675,C00027,1
AR5675,C13900,1
AR5676,C00001,-1
AR5676,C00007,-1
AR5676,C14087,-1
AR5676,C00027,1
AR5676,C14088,1
AR5677,C00001,-1
AR5677,C00007,-1
AR5677,C14090,-1
AR5677,C00027,1
AR5677,C14091,1
AR5678,C00001,-1
AR5678,C00007,-1
AR5678,C14096,-1
AR5678,C00027,1
AR5678,C14097,1
AR5679,C00001,-1
AR5679,C00007,-1
AR5679,C14099,-1
AR5679,C00027,1
AR5679,C14101,1
AR5680,C00001,-1
AR5680,C00007,-1
AR5680,C14108,-1
AR5680,C00027,1
AR5680,C14109,1
AR5681,C00001,-1
AR5681,C00007,-1
AR5681,C14279,-1
AR5681,C00027,1
AR5681,C01546,1
AR5682,C00001,-1
AR5682,C00007,-1
AR5682,C14390,-1
AR5682,C00027,1
AR5682,C17714,1
AR5683,C00001,-1
AR5683,C00007,-1
AR5683,C14448,-1
AR5683,C00027,1
AR5683,C00048,1
AR5684,C00001,-1
AR5684,C00007,-1
AR5684,C14858,-1
AR5684,C00027,1
AR5684,C11149,1
AR5685,C00001,-1
AR5685,C00007,-1
AR5685,C14866,-1
AR5685,C00027,1
AR5685,C11150,1
AR5686,C00001,-1
AR5686,C00007,-1
AR5686,C14871,-1
AR5686,C00027,1
AR5686,C14862,1
AR5687,C00001,-1
AR5687,C00007,-1
AR5687,C15488,-1
AR5687,C00027,1
AR5687,C06108,1
AR5688,C00001,-1
AR5688,C00007,-1
AR5688,C00257,-1
AR5688,C01582,-1
AR5688,C00027,1
AR5688,C08133,1
AR5689,C00001,-1
AR5689,C00007,-1
AR5689,C00257,-1
AR5689,C01582,-1
AR5689,C00027,1
AR5689,C12278,1
AR5690,C00257,-2
AR5690,C00001,-1
AR5690,C00007,-1
AR5690,C01582,-1
AR5690,C00027,1
AR5690,C13511,1
AR5691,C00068,-1
AR5691,C05119,-1
AR5691,C00248,1
AR5691,C15974,1
AR5692,C00068,-1
AR5692,C04424,-1
AR5692,C00248,1
AR5692,C15976,1
AR5693,C00068,-1
AR5693,C05118,-1
AR5693,C00248,1
AR5693,C15978,1
AR5694,C00068,-1
AR5694,C01136,-1
AR5694,C00248,1
AR5694,C05125,1
AR5695,C00068,-1
AR5695,C01169,-1
AR5695,C00248,1
AR5695,C05381,1
AR5696,C00068,-1
AR5696,C15975,-1
AR5696,C02051,1
AR5696,C15974,1
AR5697,C00068,-1
AR5697,C15977,-1
AR5697,C02051,1
AR5697,C15976,1
AR5698,C00068,-1
AR5698,C15979,-1
AR5698,C02051,1
AR5698,C15978,1
AR5699,C00068,-1
AR5699,C16255,-1
AR5699,C02051,1
AR5699,C05125,1
AR5700,C00068,-1
AR5700,C16254,-1
AR5700,C02051,1
AR5700,C05381,1
AR5701,C00001,-1
AR5701,C00399,-1
AR5701,C05364,-1
AR5701,C00011,1
AR5701,C00390,1
AR5701,C00417,1
AR5702,C00001,-1
AR5702,C00399,-1
AR5702,C05528,-1
AR5702,C00011,1
AR5702,C00390,1
AR5702,C14179,1
AR5703,C00001,-1
AR5703,C00399,-1
AR5703,C05539,-1
AR5703,C00011,1
AR5703,C00390,1
AR5703,C12986,1
AR5704,C00001,-1
AR5704,C00399,-1
AR5704,C05548,-1
AR5704,C00011,1
AR5704,C00390,1
AR5704,C03087,1
AR5705,C00001,-1
AR5705,C00399,-1
AR5705,C05646,-1
AR5705,C00011,1
AR5705,C00390,1
AR5705,C05635,1
AR5706,C00001,-1
AR5706,C00399,-1
AR5706,C05656,-1
AR5706,C00011,1
AR5706,C00390,1
AR5706,C05655,1
AR5707,C00001,-1
AR5707,C00399,-1
AR5707,C05941,-1
AR5707,C00011,1
AR5707,C00390,1
AR5707,C03678,1
AR5708,C00001,-1
AR5708,C00399,-1
AR5708,C06030,-1
AR5708,C00011,1
AR5708,C00390,1
AR5708,C02170,1
AR5709,C00001,-1
AR5709,C00399,-1
AR5709,C06033,-1
AR5709,C00011,1
AR5709,C00390,1
AR5709,C00815,1
AR5710,C00001,-1
AR5710,C00399,-1
AR5710,C06035,-1
AR5710,C00011,1
AR5710,C00390,1
AR5710,C00490,1
AR5711,C00001,-1
AR5711,C00399,-1
AR5711,C06054,-1
AR5711,C00011,1
AR5711,C00197,1
AR5711,C00390,1
AR5712,C00001,-1
AR5712,C00399,-1
AR5712,C06203,-1
AR5712,C00011,1
AR5712,C00390,1
AR5712,C01772,1
AR5713,C00001,-1
AR5713,C00399,-1
AR5713,C06255,-1
AR5713,C00011,1
AR5713,C00246,1
AR5713,C00390,1
AR5714,C00001,-1
AR5714,C00399,-1
AR5714,C13945,-1
AR5714,C00011,1
AR5714,C00390,1
AR5714,C01601,1
AR5715,C00001,-1
AR5715,C00399,-1
AR5715,C16588,-1
AR5715,C00011,1
AR5715,C00390,1
AR5715,C06104,1
AR5716,C00001,-1
AR5716,C00399,-1
AR5716,C16589,-1
AR5716,C00011,1
AR5716,C00390,1
AR5716,C02656,1
AR5717,C00001,-1
AR5717,C00399,-1
AR5717,C20327,-1
AR5717,C00011,1
AR5717,C00390,1
AR5717,C05629,1
AR5718,C00001,-1
AR5718,C00399,-1
AR5718,C20366,-1
AR5718,C00011,1
AR5718,C00390,1
AR5718,C04431,1
AR5719,C00001,-1
AR5719,C00022,-1
AR5719,C00399,-1
AR5719,C00011,1
AR5719,C00033,1
AR5719,C00390,1
AR5720,C00001,-1
AR5720,C00026,-1
AR5720,C00399,-1
AR5720,C00011,1
AR5720,C00042,1
AR5720,C00390,1
AR5721,C00001,-1
AR5721,C00036,-1
AR5721,C00399,-1
AR5721,C00011,1
AR5721,C00383,1
AR5721,C00390,1
AR5722,C00001,-1
AR5722,C00109,-1
AR5722,C00399,-1
AR5722,C00011,1
AR5722,C00163,1
AR5722,C00390,1
AR5723,C00001,-1
AR5723,C00331,-1
AR5723,C00399,-1
AR5723,C00011,1
AR5723,C00390,1
AR5723,C00954,1
AR5724,C00001,-1
AR5724,C00209,-1
AR5724,C00399,-1
AR5724,C00011,1
AR5724,C00288,1
AR5724,C00390,1
AR5725,C00001,-1
AR5725,C00399,-1
AR5725,C00671,-1
AR5725,C00011,1
AR5725,C00390,1
AR5725,C18319,1
AR5726,C00001,-1
AR5726,C00399,-1
AR5726,C01163,-1
AR5726,C00011,1
AR5726,C00390,1
AR5726,C03676,1
AR5727,C00001,-1
AR5727,C00166,-1
AR5727,C00399,-1
AR5727,C00011,1
AR5727,C00390,1
AR5727,C07086,1
AR5728,C00001,-1
AR5728,C00168,-1
AR5728,C00399,-1
AR5728,C00011,1
AR5728,C00160,1
AR5728,C00390,1
AR5729,C00001,-1
AR5729,C00399,-1
AR5729,C00902,-1
AR5729,C00011,1
AR5729,C00390,1
AR5729,C00803,1
AR5730,C00001,-1
AR5730,C00399,-1
AR5730,C01127,-1
AR5730,C00011,1
AR5730,C00149,1
AR5730,C00390,1
AR5731,C00001,-1
AR5731,C00399,-1
AR5731,C00802,-1
AR5731,C00011,1
AR5731,C00390,1
AR5731,C01010,1
AR5732,C00001,-1
AR5732,C00399,-1
AR5732,C01110,-1
AR5732,C00011,1
AR5732,C00334,1
AR5732,C00390,1
AR5733,C00001,-1
AR5733,C00322,-1
AR5733,C00399,-1
AR5733,C00011,1
AR5733,C00390,1
AR5733,C00489,1
AR5734,C00001,-1
AR5734,C00141,-1
AR5734,C00399,-1
AR5734,C00011,1
AR5734,C00390,1
AR5734,C02632,1
AR5735,C00001,-1
AR5735,C00161,-1
AR5735,C00399,-1
AR5735,C00011,1
AR5735,C00060,1
AR5735,C00390,1
AR5736,C00001,-1
AR5736,C00399,-1
AR5736,C01180,-1
AR5736,C00011,1
AR5736,C00390,1
AR5736,C08276,1
AR5737,C00001,-1
AR5737,C00399,-1
AR5737,C01179,-1
AR5737,C00011,1
AR5737,C00390,1
AR5737,C00642,1
AR5738,C00001,-1
AR5738,C00233,-1
AR5738,C00399,-1
AR5738,C00011,1
AR5738,C00390,1
AR5738,C08262,1
AR5739,C00001,-1
AR5739,C00399,-1
AR5739,C00433,-1
AR5739,C00011,1
AR5739,C00232,1
AR5739,C00390,1
AR5740,C00001,-1
AR5740,C00399,-1
AR5740,C00830,-1
AR5740,C00011,1
AR5740,C00209,1
AR5740,C00390,1
AR5741,C00001,-1
AR5741,C00399,-1
AR5741,C00957,-1
AR5741,C00011,1
AR5741,C00390,1
AR5741,C02086,1
AR5742,C00001,-1
AR5742,C00399,-1
AR5742,C01444,-1
AR5742,C00011,1
AR5742,C00390,1
AR5742,C01563,1
AR5743,C00001,-1
AR5743,C00399,-1
AR5743,C02119,-1
AR5743,C00011,1
AR5743,C00390,1
AR5743,C01656,1
AR5744,C00001,-1
AR5744,C00399,-1
AR5744,C02132,-1
AR5744,C00011,1
AR5744,C00164,1
AR5744,C00390,1
AR5745,C00001,-1
AR5745,C00399,-1
AR5745,C02137,-1
AR5745,C00011,1
AR5745,C00180,1
AR5745,C00390,1
AR5746,C00001,-1
AR5746,C00399,-1
AR5746,C02150,-1
AR5746,C00011,1
AR5746,C00222,1
AR5746,C00390,1
AR5747,C00001,-1
AR5747,C00399,-1
AR5747,C02167,-1
AR5747,C00011,1
AR5747,C00390,1
AR5747,C02222,1
AR5748,C00001,-1
AR5748,C00399,-1
AR5748,C02362,-1
AR5748,C00011,1
AR5748,C00390,1
AR5748,C04131,1
AR5749,C00001,-1
AR5749,C00399,-1
AR5749,C02798,-1
AR5749,C00011,1
AR5749,C00390,1
AR5749,C05682,1
AR5750,C00001,-1
AR5750,C00399,-1
AR5750,C02928,-1
AR5750,C00011,1
AR5750,C00390,1
AR5750,C01620,1
AR5751,C00001,-1
AR5751,C00399,-1
AR5751,C03232,-1
AR5751,C00011,1
AR5751,C00390,1
AR5751,C00988,1
AR5752,C00001,-1
AR5752,C00399,-1
AR5752,C03239,-1
AR5752,C00011,1
AR5752,C00390,1
AR5752,C00431,1
AR5753,C00001,-1
AR5753,C00399,-1
AR5753,C03342,-1
AR5753,C00011,1
AR5753,C00390,1
AR5753,C00502,1
AR5754,C00001,-1
AR5754,C00399,-1
AR5754,C03453,-1
AR5754,C00011,1
AR5754,C00390,1
AR5754,C02214,1
AR5755,C00001,-1
AR5755,C00399,-1
AR5755,C03459,-1
AR5755,C00011,1
AR5755,C00390,1
AR5755,C02287,1
AR5756,C00001,-1
AR5756,C00399,-1
AR5756,C03589,-1
AR5756,C00011,1
AR5756,C00390,1
AR5756,C01089,1
AR5757,C00001,-1
AR5757,C00399,-1
AR5757,C03590,-1
AR5757,C00011,1
AR5757,C00156,1
AR5757,C00390,1
AR5758,C00001,-1
AR5758,C00399,-1
AR5758,C03666,-1
AR5758,C00011,1
AR5758,C00390,1
AR5758,C02501,1
AR5759,C00001,-1
AR5759,C00399,-1
AR5759,C03771,-1
AR5759,C00011,1
AR5759,C00390,1
AR5759,C01035,1
AR5760,C00001,-1
AR5760,C00399,-1
AR5760,C03871,-1
AR5760,C00011,1
AR5760,C00390,1
AR5760,C00956,1
AR5761,C00001,-1
AR5761,C00399,-1
AR5761,C04045,-1
AR5761,C00011,1
AR5761,C00390,1
AR5761,C01161,1
AR5762,C00001,-1
AR5762,C00399,-1
AR5762,C04049,-1
AR5762,C00011,1
AR5762,C00390,1
AR5762,C03761,1
AR5763,C00001,-1
AR5763,C00399,-1
AR5763,C04115,-1
AR5763,C00011,1
AR5763,C00158,1
AR5763,C00390,1
AR5764,C00001,-1
AR5764,C00399,-1
AR5764,C04434,-1
AR5764,C00011,1
AR5764,C00390,1
AR5764,C00417,1
AR5765,C00001,-1
AR5765,C00399,-1
AR5765,C04575,-1
AR5765,C00011,1
AR5765,C00390,1
AR5765,C02928,1
AR5766,C00001,-1
AR5766,C00399,-1
AR5766,C04712,-1
AR5766,C00011,1
AR5766,C00390,1
AR5766,C15666,1
AR5767,C00001,-1
AR5767,C00158,-1
AR5767,C00399,-1
AR5767,C04115,-1
AR5767,C00011,1
AR5767,C00390,1
AR5767,C06229,1
AR5768,C00164,-2
AR5768,C00001,-1
AR5768,C00399,-1
AR5768,C02132,-1
AR5768,C00011,1
AR5768,C00390,1
AR5768,C17688,1
AR5769,C00001,-1
AR5769,C00006,-1
AR5769,C00011,-1
AR5769,C00005,1
AR5769,C00007,1
AR5769,C00080,1
AR5769,C00237,1
AR5770,C00003,-1
AR5770,C04592,-1
AR5770,C00004,1
AR5770,C00080,1
AR5770,C02923,1
AR5771,C00003,-1
AR5771,C04639,-1
AR5771,C00004,1
AR5771,C00080,1
AR5771,C00105,1
AR5772,C00003,-1
AR5772,C05451,-1
AR5772,C00004,1
AR5772,C00080,1
AR5772,C05455,1
AR5773,C00003,-1
AR5773,C05223,-1
AR5773,C00004,1
AR5773,C00080,1
AR5773,C05758,1
AR5774,C00003,-1
AR5774,C05434,-1
AR5774,C00004,1
AR5774,C00080,1
AR5774,C05435,1
AR5775,C00003,-1
AR5775,C05435,-1
AR5775,C00004,1
AR5775,C00080,1
AR5775,C08613,1
AR5776,C00003,-1
AR5776,C06636,-1
AR5776,C00004,1
AR5776,C00080,1
AR5776,C04596,1
AR5777,C00003,-1
AR5777,C06638,-1
AR5777,C00004,1
AR5777,C00080,1
AR5777,C06637,1
AR5778,C00003,-1
AR5778,C06649,-1
AR5778,C00004,1
AR5778,C00080,1
AR5778,C06650,1
AR5779,C00003,-1
AR5779,C05270,-1
AR5779,C00004,1
AR5779,C00080,1
AR5779,C05271,1
AR5780,C00003,-1
AR5780,C05274,-1
AR5780,C00004,1
AR5780,C00080,1
AR5780,C05275,1
AR5781,C00003,-1
AR5781,C05104,-1
AR5781,C00004,1
AR5781,C00080,1
AR5781,C05107,1
AR5782,C00003,-1
AR5782,C05108,-1
AR5782,C00004,1
AR5782,C00080,1
AR5782,C11455,1
AR5783,C00003,-1
AR5783,C05284,-1
AR5783,C00004,1
AR5783,C00080,1
AR5783,C14587,1
AR5784,C00003,-1
AR5784,C05291,-1
AR5784,C00004,1
AR5784,C00080,1
AR5784,C14907,1
AR5785,C00003,-1
AR5785,C05306,-1
AR5785,C00004,1
AR5785,C00080,1
AR5785,C11850,1
AR5786,C00003,-1
AR5786,C05334,-1
AR5786,C00004,1
AR5786,C00080,1
AR5786,C01470,1
AR5787,C00003,-1
AR5787,C05413,-1
AR5787,C00004,1
AR5787,C00080,1
AR5787,C05414,1
AR5788,C00003,-1
AR5788,C05414,-1
AR5788,C00004,1
AR5788,C00080,1
AR5788,C05430,1
AR5789,C00003,-1
AR5789,C05430,-1
AR5789,C00004,1
AR5789,C00080,1
AR5789,C05431,1
AR5790,C00003,-1
AR5790,C05431,-1
AR5790,C00004,1
AR5790,C00080,1
AR5790,C05432,1
AR5791,C00003,-1
AR5791,C05432,-1
AR5791,C00004,1
AR5791,C00080,1
AR5791,C15867,1
AR5792,C00003,-1
AR5792,C05745,-1
AR5792,C00004,1
AR5792,C00080,1
AR5792,C04246,1
AR5793,C00003,-1
AR5793,C05749,-1
AR5793,C00004,1
AR5793,C00080,1
AR5793,C05748,1
AR5794,C00003,-1
AR5794,C05752,-1
AR5794,C00004,1
AR5794,C00080,1
AR5794,C05751,1
AR5795,C00003,-1
AR5795,C05755,-1
AR5795,C00004,1
AR5795,C00080,1
AR5795,C05754,1
AR5796,C00003,-1
AR5796,C05761,-1
AR5796,C00004,1
AR5796,C00080,1
AR5796,C05760,1
AR5797,C00003,-1
AR5797,C05764,-1
AR5797,C00004,1
AR5797,C00080,1
AR5797,C05763,1
AR5798,C00003,-1
AR5798,C05453,-1
AR5798,C00004,1
AR5798,C00080,1
AR5798,C17339,1
AR5799,C00003,-1
AR5799,C05471,-1
AR5799,C00004,1
AR5799,C00080,1
AR5799,C00735,1
AR5800,C00003,-1
AR5800,C05473,-1
AR5800,C00004,1
AR5800,C00080,1
AR5800,C01780,1
AR5801,C00003,-1
